transaction_id,subject_token,occurred_at,amount,currency,channel,product,transaction_type,installments,merchant_id,mcc,merchant_is_new_for_subject,device_fingerprint_token,device_is_new_for_subject,geo_country,geo_region,geo_precision,ip_hash,label_category,is_fraud
f8b1a221-301a-c483-6e0d-b3844653f1ab,subj_1b33c3af209b0082,2025-01-09T01:59:03Z,55.95,BRL,pos,credit,purchase,3,mer_7e06af5a862d4e24,varejo,True,dev_d1987638a3a7d589,True,BR,BR-04,none,ip_dfa5ca549b272e50,legitima_confirmada,False
7f728929-a84a-7817-451b-e9ae39d557c7,subj_04a3083d7d4ae1c2,2025-01-09T04:58:44Z,84.21,BRL,wallet,credit,purchase,6,mer_b2867503e13e5a61,servicos,True,dev_4afd2d822434a533,False,BR,BR-11,ip,ip_c621ffd8cc362c74,legitima_confirmada,False
6d68f51d-15a2-0772-562e-c10b8f1187da,subj_39b3f770484a3f8d,2025-01-09T05:03:16Z,79.95,BRL,pos,credit,purchase,1,mer_9d24ef374aa5636b,varejo,False,dev_1128d08600b201a7,False,BR,BR-21,gps,ip_1963a7d51fd035b5,sem_desfecho,False
d23b044d-2d24-babb-d758-86f50df0215c,subj_3dbbec79d0ad5524,2025-01-09T05:17:40Z,138.39,BRL,ecommerce,credit,withdrawal,3,mer_261dc801c4d159b1,digital,True,dev_43370aec3af3ff03,True,BR,BR-01,gps,ip_21dd121c24ffc677,legitima_confirmada,False
d48ea70e-5a4d-6e39-cc85-57d597ce1853,subj_6a2a667a7b89efef,2025-01-09T05:54:49Z,263.95,BRL,ecommerce,credit,bill_payment,6,mer_a4d4657970b84c6b,varejo,True,dev_330c02d1fd7f1ccf,True,BR,BR-24,gps,ip_e954ee34d294eb01,legitima_confirmada,False
9cef5b7e-9885-ba9b-26db-374965ad6534,subj_2f1b9e02e438ea23,2025-01-09T06:36:57Z,140.74,BRL,pos,credit,purchase,1,mer_69b90df3bdccae1a,digital,True,dev_71510464cd078af3,True,BR,BR-01,cell,ip_d3adc42c9faefcbb,legitima_confirmada,False
b458c70a-762b-f6f6-22f3-b8a8bbf63752,subj_49dded3b60fce967,2025-01-09T08:59:08Z,44.58,BRL,pos,credit,subscription,6,mer_7740091e24696e4b,servicos,True,dev_c2c5e0335d40925c,True,BR,BR-05,cell,ip_af68f3d7dbb392e3,legitima_confirmada,False
acbdb6d8-f5f9-cabb-c06c-a9edb4740910,subj_8fcdf37a130dcbe5,2025-01-09T09:00:49Z,124.85,BRL,pos,private_label,purchase,1,mer_43b6628d89abfb28,varejo,True,dev_fde4bb1688bb4052,True,BR,BR-01,cell,ip_88f74b65d304457a,legitima_confirmada,False
cd8b6d88-64a6-3a33-4261-2fa00914d5d5,subj_dacfaaf29c584af0,2025-01-09T09:50:13Z,91.62,BRL,wallet,private_label,purchase,1,mer_febfead4375a7e09,varejo,True,dev_290376ad963876ce,True,BR,BR-12,gps,ip_627f8c8f1b55a286,legitima_confirmada,False
f1e6eb0b-d40f-f491-6185-70f95de53b5d,subj_393235d3b59e5041,2025-01-09T09:59:06Z,138.02,BRL,ecommerce,credit,purchase,1,mer_a461b472cb41a9ec,varejo,True,dev_269c583da020f001,True,BR,BR-01,gps,ip_45e93f5638a2a511,legitima_confirmada,False
2e9171fc-0517-dadf-9168-64c59f674a9c,subj_7469bf3ec050b193,2025-01-09T11:20:17Z,78.98,BRL,pos,private_label,purchase,2,mer_31c6f13360221618,digital,True,dev_c9b659596dfd635b,True,BR,BR-25,gps,ip_90e8a995b778b2a4,legitima_confirmada,False
3762059f-5766-765e-6373-0f76fb2ca88c,subj_c07d43015edcd12c,2025-01-09T11:47:15Z,77.24,BRL,pos,credit,withdrawal,3,mer_600b0c4da1b68e84,digital,False,dev_e1361c6297b0c163,False,BR,BR-25,gps,ip_cf35a0d1a61ee882,legitima_confirmada,False
e6a23afa-2a3e-1b05-463b-943f620acd13,subj_49dded3b60fce967,2025-01-09T13:42:25Z,53.57,BRL,pos,credit,bill_payment,1,mer_6fd21d734578b628,viagem,False,dev_800b532e2da93628,False,BR,BR-05,cell,ip_a92cc17b35481cda,legitima_confirmada,False
0c4478b2-7015-8503-c0e4-087a867dfd00,subj_de6bc2a416bf1acf,2025-01-09T14:40:51Z,68.92,BRL,pos,private_label,subscription,1,mer_fc340803d613d92e,digital,False,dev_7afdc9c38434b683,False,BR,BR-08,gps,ip_e5bd54b6c7f54a54,legitima_confirmada,False
f5d743d7-7a59-8614-3232-8253c7a8dcd5,subj_4dc0bbc5043c9eef,2025-01-09T15:31:41Z,135.51,BRL,pos,credit,bill_payment,1,mer_027f7ee43688a6d0,servicos,False,dev_2585cd69246957db,False,BR,BR-19,gps,ip_2c4506d13ee56ad8,legitima_confirmada,False
b0b83be4-338a-d120-54d3-45b87b1cd6f4,subj_31566639f62dbd42,2025-01-09T16:14:46Z,52.34,BRL,ecommerce,private_label,subscription,10,mer_1dc47f9667a79a79,varejo,True,dev_ad84619fd6310e66,True,BR,BR-17,gps,ip_d60c0e180e76a82f,legitima_confirmada,False
ed38ffc2-aa84-cc7d-f899-8649fd3229ff,subj_2084a30a32547d49,2025-01-09T16:37:46Z,67.0,BRL,atm,credit,purchase,3,mer_d0541b4ba2198f92,servicos,False,dev_c6dab39447342f08,False,BR,BR-15,ip,ip_1e1f35c5e6baac5a,legitima_confirmada,False
d69b1338-d13b-c60d-562d-97bd6eda5bc7,subj_3030cc94a64844bc,2025-01-09T17:41:19Z,167.55,BRL,ecommerce,credit,withdrawal,12,mer_4ea21b84c7aaa01c,servicos,True,dev_0f00189494f4b8c5,True,BR,BR-23,ip,ip_4fc64c4bd26db631,fraude_confirmada,True
38ffca65-eb32-b584-6553-50c18c230321,subj_49e5b9dacf3309db,2025-01-09T18:05:54Z,46.71,BRL,recurring,private_label,subscription,3,mer_ff3373f00d28a92f,saque,False,dev_883d3b19d48cf901,False,BR,BR-07,cell,ip_7d998bffeb9f7e56,legitima_confirmada,False
76d6e11b-6c85-788c-19b6-1fd5fdb01cdf,subj_6a2a667a7b89efef,2025-01-09T18:19:09Z,356.41,BRL,atm,credit,bill_payment,1,mer_41a393f89cd7c327,viagem,False,dev_ab87be91d7f3aeb9,False,BR,BR-24,gps,ip_bc2346afc37955d7,legitima_confirmada,False
4354cc15-4bd2-eddf-823a-96af85965f06,subj_1931d091094398bb,2025-01-09T19:16:34Z,32.41,BRL,wallet,credit,purchase,1,mer_6a0f95bf810e28ec,saque,True,dev_72de45ae2f26ced3,True,BR,BR-04,cell,ip_0cbf586a097e5a7e,legitima_confirmada,False
f4144b9a-ac5c-4446-8c0b-2b5f77d6fdd3,subj_800823570859adc9,2025-01-09T21:13:02Z,87.11,BRL,pos,credit,purchase,1,mer_942f4c7d892fe0c9,varejo,False,dev_82114d09e668cc9c,False,BR,BR-18,cell,ip_5f3566f1f69744be,sem_desfecho,False
3bff7a95-deab-ec88-7f11-9e07b692869e,subj_0ba2fa542b8358c8,2025-01-09T22:07:33Z,102.57,BRL,ecommerce,private_label,purchase,1,mer_a224d50ebe624a67,saque,False,dev_864148271f5a36c7,False,BR,BR-23,ip,ip_de9a00163d506731,legitima_confirmada,False
31e0895c-5c56-bde4-891c-6e9460d02878,subj_39b3f770484a3f8d,2025-01-09T22:51:07Z,103.81,BRL,pos,credit,purchase,6,mer_bf7c704af3f09558,digital,True,dev_1128d08600b201a7,False,BR,BR-01,gps,ip_a7dd60a0f65456c7,legitima_confirmada,False
a7c2b296-7fc9-9632-5102-cb0e24a5368a,subj_e60ed5e282d8edc3,2025-01-09T23:56:29Z,104.85,BRL,pos,private_label,purchase,1,mer_0639af7e9907134a,digital,True,dev_fa31bd6486fcef5a,True,BR,BR-15,gps,ip_9427c2c12e00c245,legitima_confirmada,False
df99e5ff-1b89-aea6-2544-35b5db83290e,subj_9d81e9d407f7e6aa,2025-01-10T00:41:17Z,87.3,BRL,ecommerce,credit,purchase,1,mer_7e698e1afc545c4e,servicos,True,dev_8f899fb3d33c3b3a,True,BR,BR-04,gps,ip_c38b4ea6bd8823ac,legitima_confirmada,False
7ac05c1c-1835-e87c-65a7-83f949ea661f,subj_c07d43015edcd12c,2025-01-10T01:34:03Z,43.14,BRL,pos,credit,purchase,1,mer_88441c0005078fdc,servicos,False,dev_e1361c6297b0c163,False,BR,BR-25,gps,ip_2faf5b30642135d8,legitima_confirmada,False
fdb30a0c-278a-c914-674f-e28887f3a070,subj_5a538f964e44db40,2025-01-10T01:53:45Z,56.11,BRL,ecommerce,private_label,purchase,6,mer_d32a33db2bf978eb,saque,True,dev_20d551cb92d1f3f6,True,BR,BR-15,gps,ip_6d4a818d9bcacdad,legitima_confirmada,False
1c29552e-af88-b6df-9099-179e060370b2,subj_051424a1d9043fe4,2025-01-10T02:03:37Z,184.67,BRL,ecommerce,credit,purchase,6,mer_413308ffb7a1f6bd,servicos,True,dev_2cbce585d0fddf89,True,BR,BR-16,cell,ip_ec6e9f59c2d2761e,legitima_confirmada,False
9c0804d0-cd51-8bd0-1c55-9d4c6c29be63,subj_2ef35a35df2daf28,2025-01-10T03:28:35Z,179.87,BRL,pos,private_label,bill_payment,6,mer_ead51bfe2e82055b,varejo,True,dev_9bfe5a83c7e592d0,True,BR,BR-16,gps,ip_e92a074ece89479f,legitima_confirmada,False
41c980e8-3422-118e-dfed-ad639f8686b0,subj_2edf8d9ffc60203e,2025-01-10T03:50:29Z,69.57,BRL,pos,credit,purchase,1,mer_b902d804b0f1694b,viagem,True,dev_97e0bbe8c14cfaf9,False,BR,BR-16,ip,ip_8745e2aed98bbd33,legitima_confirmada,False
eccaff25-4953-008a-e1e2-3f1af8d170fa,subj_58a572aadc11b1f7,2025-01-10T04:13:03Z,58.68,BRL,ecommerce,private_label,purchase,1,mer_c66a5cf6d14b9578,saque,True,dev_9819b86a3e547601,True,BR,BR-07,ip,ip_70ce4255179e9b67,fraude_confirmada,True
910139c1-72a3-2dfa-ac0a-786b57463e25,subj_a3573a220334778a,2025-01-10T05:16:19Z,162.86,BRL,pos,private_label,bill_payment,2,mer_22630df7f446b16f,varejo,False,dev_fc5dde2cbe448801,False,BR,BR-19,cell,ip_bd61a83184fc9124,legitima_confirmada,False
f3102260-fcf0-c1e6-b8f4-646f92e9da7a,subj_c80e220f04f60888,2025-01-10T05:47:21Z,69.08,BRL,pos,private_label,purchase,6,mer_d5557c64f9e14a96,varejo,True,dev_2bf4b4fec9a539b8,True,BR,BR-11,gps,ip_6d764309b380fe53,legitima_confirmada,False
f5130e8f-6fbb-1f91-6fec-a29a7066589c,subj_051424a1d9043fe4,2025-01-10T06:06:15Z,58.2,BRL,ecommerce,credit,purchase,3,mer_b9de2bd29068e88a,digital,True,dev_412e419f032e3153,False,BR,BR-16,cell,ip_362873c0b81f0c68,legitima_confirmada,False
1b747d66-16c7-e75c-7695-54d92412f3fe,subj_d026ba5fb7f789f7,2025-01-10T06:38:48Z,190.51,BRL,pos,credit,subscription,3,mer_f5cb3679be05cad4,varejo,True,dev_78ac4633f29d8600,True,BR,BR-18,cell,ip_2a21bdfe323ffa6b,legitima_confirmada,False
64c208bc-7b54-e49e-f9fe-916597001730,subj_f3d1f1ea771ca429,2025-01-10T09:18:49Z,91.47,BRL,pos,credit,purchase,3,mer_1dcca0e093daa067,servicos,True,dev_9a26a3d96358aab0,True,BR,BR-07,gps,ip_f5b70dcf92f7a673,legitima_confirmada,False
ec31d3a5-ee80-71a0-ddae-1b45ab0fa597,subj_78caf108f8b35da7,2025-01-10T09:46:33Z,955.99,BRL,pos,credit,withdrawal,12,mer_d39a054a3fcee81c,digital,True,dev_54c5e806ead931dd,True,BR,BR-17,ip,ip_7648653d7e0bcbb3,fraude_confirmada,True
31fbccc3-57fa-8b01-20e1-d2a75fd39083,subj_74c66332cd562387,2025-01-10T10:09:35Z,179.76,BRL,pos,credit,withdrawal,2,mer_c0b89cec834e1381,servicos,True,dev_4f406e614ae3a67d,True,BR,BR-19,gps,ip_c4ef12ab18d1e5ae,legitima_confirmada,False
d6865a67-3084-0b26-51ca-3ff1492e6e36,subj_1c950ce1bf4296f6,2025-01-10T12:01:13Z,9.62,BRL,recurring,credit,bill_payment,1,mer_45c5fb62f2765a19,digital,True,dev_459862112f54f8d5,True,BR,BR-23,ip,ip_4a9eb8240206d107,legitima_confirmada,False
af2040d8-3e66-1115-8d51-928def48b5bb,subj_608770a767c0e7bb,2025-01-10T12:24:53Z,698.37,BRL,ecommerce,credit,subscription,18,mer_411cd9423619c001,saque,True,dev_2417f8e2b70035c5,True,BR,BR-22,gps,ip_f3920baa93579cac,fraude_confirmada,True
882d25e5-f13a-9b4c-fb53-4f46cbcc9640,subj_a490a0193484ad8d,2025-01-10T12:35:18Z,57.32,BRL,atm,credit,subscription,2,mer_e6c839a7589b34d8,servicos,True,dev_18750a8de7843c26,True,BR,BR-06,cell,ip_c6dc8fa0d565cdef,legitima_confirmada,False
d1e51937-b62b-282f-c998-f66605ebb9f6,subj_bac596632ec1f7c3,2025-01-10T12:59:24Z,46.05,BRL,pos,credit,purchase,1,mer_1c8f0c4a4d03b915,varejo,True,dev_530f12282243675a,True,BR,BR-05,gps,ip_e35d22165d108623,legitima_confirmada,False
0709f372-5536-cd0e-80d6-fb66da714e9a,subj_a1b5146ee87268dd,2025-01-10T14:09:15Z,85.74,BRL,ecommerce,credit,purchase,2,mer_3f6017b4767e4f46,saque,True,dev_d28c4a4e75100c9c,True,BR,BR-04,cell,ip_27e93fcfd1782e9a,legitima_confirmada,False
8813d530-9b82-4551-36ee-83e159c8dbcd,subj_37b463fb2090be94,2025-01-10T16:15:09Z,148.87,BRL,ecommerce,credit,withdrawal,2,mer_50faa7ee020f27e8,varejo,True,dev_0168f1e8b157b956,True,BR,BR-07,gps,ip_69780d9c2dbdcc71,legitima_confirmada,False
a35b5698-7db5-52fe-9020-693a6fa22f9d,subj_ba0267843e839bab,2025-01-10T17:42:26Z,155.94,BRL,pos,credit,subscription,1,mer_e8acefd592e464f5,varejo,True,dev_f3b517acf9b5059a,True,BR,BR-23,none,ip_2a82c23a1f1d0f30,legitima_confirmada,False
fb952922-f483-920c-6712-60e404d1963a,subj_487cf4bdd749018b,2025-01-10T18:30:43Z,41.85,BRL,wallet,credit,purchase,1,mer_8ee2d2c0272c07e1,servicos,True,dev_4670e5e31b8747c6,True,BR,BR-00,gps,ip_541a25f828a31639,legitima_confirmada,False
fdd31f1f-1f9b-0838-1d2c-283f5dc0b0ab,subj_7f9b1288db1a1232,2025-01-10T19:06:42Z,66.18,BRL,ecommerce,credit,purchase,3,mer_a6bd5dfed9a627ac,saque,True,dev_2e73af3d332bf846,True,BR,BR-18,cell,ip_f117c07957dd8fcd,legitima_confirmada,False
428a3eea-83d7-6e08-d29b-5fa7484c15d1,subj_b45213b400fe7e50,2025-01-10T19:18:13Z,147.71,BRL,recurring,credit,bill_payment,6,mer_72dd4afa6ffa1a15,varejo,True,dev_d21260d1ceda5b04,True,BR,BR-07,ip,ip_013de006a96acdb7,sem_desfecho,False
36381945-2187-d82e-aef3-5b3a6b324dfe,subj_38fe62d6cffecfec,2025-01-10T20:10:46Z,56.31,BRL,wallet,private_label,purchase,1,mer_77a13d16a6ae7698,varejo,True,dev_d90e07124ce0bf8a,True,BR,BR-23,gps,ip_2f01ac2b3e3d6ea4,legitima_confirmada,False
8a0c09b1-7002-de81-f212-9fc75e95ac19,subj_5d0c570a60121e76,2025-01-10T20:57:48Z,75.83,BRL,recurring,credit,purchase,2,mer_65643b3be0f448f1,saque,False,dev_57710706c8456a68,False,BR,BR-18,cell,ip_a09b1b05929e4f06,legitima_confirmada,False
dcaef060-a49c-28c3-e08f-f4f4ec509f4e,subj_728d7cb8c1cec617,2025-01-10T22:30:26Z,98.26,BRL,pos,credit,purchase,1,mer_12558c3b34cb9451,saque,True,dev_ba9448cd410f1274,True,BR,BR-05,gps,ip_8a530f6ca464c049,legitima_confirmada,False
9ff67ce7-aeaa-44f6-b3cb-d7eedc403db2,subj_f6ccf4a172286631,2025-01-10T23:36:27Z,76.61,BRL,pos,credit,purchase,3,mer_06f1f608486b4e82,servicos,True,dev_9e36cbcbf860fd40,True,BR,BR-06,gps,ip_5d93a84476dd32b1,legitima_confirmada,False
003c2dd7-fb3e-75e5-d379-80596497a234,subj_7a30f84898409d61,2025-01-11T00:31:33Z,143.13,BRL,atm,credit,bill_payment,1,mer_019432a3bf85badf,varejo,True,dev_3900407f9697d5ac,True,BR,BR-03,cell,ip_544954d8010c7edb,legitima_confirmada,False
e174ede6-e76a-1106-989e-66455459057c,subj_74c66332cd562387,2025-01-11T00:33:52Z,42.86,BRL,pos,credit,withdrawal,3,mer_a56ffec2b7df64a6,servicos,False,dev_1edfccb205f1f5f7,False,BR,BR-19,cell,ip_f1a93c6348ca7a0e,sem_desfecho,False
4b37d4ce-b197-dc63-28e7-12c27c0e0002,subj_7a30f84898409d61,2025-01-11T02:10:04Z,71.06,BRL,atm,credit,purchase,3,mer_04088a41b4da7ee5,varejo,False,dev_3dd3e1de42221999,False,BR,BR-03,ip,ip_f031de539e0cafbb,legitima_confirmada,False
3d7cb8fb-50e1-0096-b314-76a67ee8d818,subj_7200a1019b646105,2025-01-11T02:32:17Z,455.29,BRL,pos,private_label,purchase,12,mer_589d73e829a28731,saque,True,dev_36ae9eb92eadf03c,True,BR,BR-19,gps,ip_f7538c3ad84e783a,fraude_confirmada,True
1223b91d-7d1d-522a-fe87-877505e449df,subj_abc117a64e992f56,2025-01-11T03:21:31Z,66.59,BRL,recurring,credit,purchase,1,mer_7785262f3571441c,servicos,True,dev_c24ed91a2c5fa31e,True,BR,BR-17,none,ip_af018b4174a91f9f,sem_desfecho,False
fbda9835-6ef5-962b-b31c-0443246fb2d3,subj_5c3b597baf58df33,2025-01-11T04:28:41Z,53.5,BRL,wallet,private_label,purchase,1,mer_30263d4193ec05cb,varejo,True,dev_b1e11ea04de0fdb6,True,BR,BR-26,cell,ip_6bb0165ea05cea27,legitima_confirmada,False
b7caf378-d5f7-7ed9-2b27-c9cea0666788,subj_051424a1d9043fe4,2025-01-11T05:12:15Z,44.78,BRL,ecommerce,credit,purchase,1,mer_cff9d385f02da3e7,viagem,False,dev_412e419f032e3153,False,BR,BR-16,gps,ip_17a5ed50b6184ee7,legitima_confirmada,False
e230c93d-ad40-629e-1df8-74d8c35fb8c3,subj_61522bbbd86f56f9,2025-01-11T05:23:29Z,121.98,BRL,ecommerce,private_label,subscription,2,mer_b30c590b495c0ebc,digital,True,dev_41988dc5b71a2fa6,False,BR,BR-00,gps,ip_ac697c92a4a583db,legitima_confirmada,False
f35a6323-063c-a59b-3700-ff5e1080a8d2,subj_9a1a156474eba6dc,2025-01-11T06:25:51Z,100.0,BRL,pos,credit,purchase,1,mer_508593a99d24202e,varejo,True,dev_9b1e930bd872bc4a,True,BR,BR-06,cell,ip_381dfa77bdee4ab3,legitima_confirmada,False
4f86815a-9352-a3b2-501d-144b83cbafca,subj_2396433826201c2b,2025-01-11T06:58:58Z,248.59,BRL,atm,private_label,purchase,6,mer_8d9bd6581699489d,digital,True,dev_5ccca9e25f596622,True,BR,BR-25,none,ip_ff9b7ed5582f9df1,sem_desfecho,False
3fa139ee-8705-8b12-22a5-b121aae5add3,subj_553371e438fd6969,2025-01-11T07:42:49Z,114.1,BRL,ecommerce,credit,purchase,2,mer_583b9e29fe889759,saque,True,dev_16b47e8bdfee60ae,True,BR,BR-23,gps,ip_bdf9f6984e93d0e4,legitima_confirmada,False
e2f029a5-098c-9807-dc4d-ab8ae54c776a,subj_1a845200e30a83d9,2025-01-11T11:44:23Z,65.8,BRL,ecommerce,credit,purchase,3,mer_fd5d20c24335607f,saque,True,dev_a58b0835b47155d3,False,BR,BR-00,gps,ip_f8d24a2c154570b0,legitima_confirmada,False
4cabd87a-a48f-ac9c-d5ed-3aba4fe962eb,subj_39b3f770484a3f8d,2025-01-11T12:54:38Z,241.13,BRL,ecommerce,credit,purchase,1,mer_beac6a650984fa40,varejo,False,dev_1128d08600b201a7,False,BR,BR-21,cell,ip_f1cc2e9e74a88f2f,legitima_confirmada,False
ef19ee95-fd67-cae9-eb39-8e3a7504b6de,subj_08748f542278de3b,2025-01-11T14:38:37Z,383.32,BRL,pos,credit,subscription,1,mer_9f90de87e139c7dd,varejo,True,dev_1200b9be762816b3,False,BR,BR-00,cell,ip_b0b1b8201f77fbf4,legitima_confirmada,False
d2a64d44-eeb0-9582-3f79-48111b901911,subj_c604e63f36596de7,2025-01-11T16:41:56Z,92.52,BRL,pos,private_label,purchase,6,mer_97d68b11deed1c31,digital,True,dev_1fc7fc659e0ceca8,True,BR,BR-02,gps,ip_8ce364fd17f2f0f5,legitima_confirmada,False
9885016f-6038-4281-eb57-63ec54215af9,subj_2ed6d8fcce775629,2025-01-11T16:47:35Z,40.4,BRL,pos,credit,purchase,2,mer_195a9776bd12cfae,servicos,True,dev_cd918dcac521507b,True,BR,BR-04,gps,ip_90c289ad57df1279,legitima_confirmada,False
4f3f0448-fc57-5152-5a01-12c84f2b54f5,subj_48d302dde31e3ee1,2025-01-11T17:32:28Z,460.9,BRL,ecommerce,credit,purchase,1,mer_3efa9643e0dbb419,saque,True,dev_166595cf0555035f,True,BR,BR-24,gps,ip_b6cc7e870e8299e8,fraude_confirmada,True
bbb891b3-ec94-4f27-6a05-1c02803526d7,subj_e44bc7c3325ec7ed,2025-01-11T19:14:05Z,161.38,BRL,wallet,credit,purchase,1,mer_6a406086a898b558,varejo,True,dev_ef366dd0b196357a,True,BR,BR-09,gps,ip_20c231b31cf0243c,legitima_confirmada,False
c15581b0-a07d-4ca8-e2db-807cc3f66353,subj_c71ef7a6d9b9ada4,2025-01-11T19:30:59Z,153.74,BRL,recurring,credit,purchase,6,mer_c5da51f6fba3e795,varejo,True,dev_657957af22d1e0c9,True,BR,BR-14,ip,ip_c4b82b29eba9bca9,legitima_confirmada,False
f131646d-6efb-b061-6564-b0d79bf085a7,subj_aab841ae2dfe1a0f,2025-01-11T20:51:47Z,50.57,BRL,ecommerce,credit,bill_payment,6,mer_cf8327244c45ad20,varejo,False,dev_76c52e335b24c6b4,False,BR,BR-07,gps,ip_2ec4bd3f54b927ca,legitima_confirmada,False
fde016a9-5f6d-d75e-e197-3324914e1b64,subj_d5776426305a7ba6,2025-01-11T21:57:13Z,198.58,BRL,wallet,credit,purchase,1,mer_92e2ebded40c68e3,varejo,True,dev_dd5f7019dd7fab66,False,BR,BR-23,gps,ip_cfbf053b62b2d342,legitima_confirmada,False
2ecf4604-5075-3af4-6d04-fd85cc63fbcd,subj_38fe62d6cffecfec,2025-01-11T22:46:21Z,10.96,BRL,wallet,private_label,purchase,3,mer_491e9386245f9b5f,varejo,False,dev_37cc365040157445,False,BR,BR-23,cell,ip_b816a2e5dd842fcf,legitima_confirmada,False
d500d270-eda4-d08e-801c-212e4f9f6e76,subj_9c485f45e43b0130,2025-01-11T23:10:05Z,68.14,BRL,atm,private_label,purchase,2,mer_26e14a79ca8e4690,varejo,True,dev_8a27788f0eb4d083,True,BR,BR-02,gps,ip_3542bc078120ab9f,legitima_confirmada,False
0494acc3-264f-5d93-bc11-d0e3ac7b0de0,subj_817cb38f37249c88,2025-01-11T23:13:04Z,1275.15,BRL,ecommerce,credit,bill_payment,1,mer_d0195348946b9a8f,viagem,True,dev_f672621018ca3924,True,BR,BR-20,ip,ip_186e4a0485d798dc,fraude_confirmada,True
6dbcbe5e-cc90-a816-0789-f6869d792f24,subj_561fcbd11440d9ad,2025-01-11T23:54:18Z,211.22,BRL,ecommerce,credit,withdrawal,1,mer_dbf81110d34850e4,viagem,True,dev_451ab310b9c756f1,True,BR,BR-02,cell,ip_a1f88a487e100349,fraude_confirmada,True
1ec9f4b0-6672-30d3-4302-ffa85dba076b,subj_bac596632ec1f7c3,2025-01-12T00:21:35Z,102.61,BRL,atm,credit,purchase,3,mer_c74fa9f2b8ea45c4,digital,False,dev_b31ce3744d7aa6b2,False,BR,BR-05,gps,ip_46badd7975c80cba,legitima_confirmada,False
de9dbbdb-08b3-1c12-3a9a-d69534ece096,subj_0132db8f7163b908,2025-01-12T00:29:37Z,139.75,BRL,ecommerce,credit,purchase,3,mer_e47256bd1bb8764a,varejo,True,dev_d7e1e833d4517f78,True,BR,BR-25,gps,ip_2d86e4fe27d7d786,legitima_confirmada,False
56cb1464-f0a7-357e-bbf0-95eb4c1c6fd9,subj_6778243449edfec4,2025-01-12T01:35:26Z,257.25,BRL,ecommerce,private_label,purchase,1,mer_e1e3c8f7e74aa60b,varejo,True,dev_93bfb5eb869010db,True,US,INTL,gps,ip_29bb187f7540842a,fraude_confirmada,True
74dcbf7f-ec9e-e5de-7935-2d82d7b88030,subj_1f6d7773bf5b4513,2025-01-12T02:24:00Z,120.02,BRL,pos,credit,purchase,1,mer_7d5521a711750d7a,varejo,True,dev_c36ddd5ec57d377a,True,BR,BR-19,gps,ip_12ba413fac97ebc2,sem_desfecho,False
4c961f2d-1c8c-c6cd-cea5-b9ac2e584625,subj_37b463fb2090be94,2025-01-12T02:27:39Z,73.06,BRL,ecommerce,credit,subscription,1,mer_f8c506cb85ad890c,varejo,False,dev_63315a734fbc45bf,False,BR,BR-07,cell,ip_1bf1df39bbbe9fcd,legitima_confirmada,False
84b2b8a4-ae98-09b0-d1c2-77347b0bef91,subj_8535275a612e0e98,2025-01-12T02:36:33Z,636.12,BRL,recurring,credit,purchase,1,mer_eb729a603240a3f6,saque,True,dev_7c8ca1fcd0d0c9b8,True,BR,BR-22,cell,ip_24bed204e15a9bb5,fraude_confirmada,True
356ddb18-a6b6-b93e-b35d-7045854183ff,subj_f32fbb9c3a65ba6f,2025-01-12T03:15:13Z,345.6,BRL,recurring,private_label,purchase,3,mer_6e534aeb21e54d02,varejo,True,dev_dc79f88ad538edb0,True,BR,BR-02,gps,ip_cf72be79f083a8a0,legitima_confirmada,False
ff4d82b0-dcf0-91a6-06e3-f987c4610643,subj_800823570859adc9,2025-01-12T03:17:11Z,97.32,BRL,pos,credit,purchase,1,mer_ee2fa7863231ca9b,viagem,False,dev_82114d09e668cc9c,False,BR,BR-00,cell,ip_5321083c49451778,legitima_confirmada,False
3f5b788c-6d0c-3318-8a43-e1c43505ad04,subj_f88388827fb86455,2025-01-12T03:24:28Z,149.15,BRL,ecommerce,private_label,purchase,1,mer_5038ca0fdf1eb7be,servicos,True,dev_5e1d04cb4689285a,True,BR,BR-05,cell,ip_2ce44673dfb27351,legitima_confirmada,False
e40c086a-2c08-23bf-f516-39e463a1aeaa,subj_9c2b10d95ee19342,2025-01-12T03:43:01Z,194.41,BRL,wallet,credit,purchase,1,mer_3823d323daa10caa,saque,False,dev_117f97a4d62f6083,False,BR,BR-04,cell,ip_cd5829ced2e054e5,legitima_confirmada,False
214bcbd8-3a96-ce85-83a4-1873a5e963f9,subj_bc0064403056df56,2025-01-12T04:12:49Z,119.48,BRL,pos,credit,purchase,1,mer_04e2200eebed36f3,viagem,False,dev_8c78becdda30d99a,False,BR,BR-25,gps,ip_9dd22bd077ed9d55,legitima_confirmada,False
3679a15f-40c3-47a1-45d2-9d24aaeb57d8,subj_07b51d820b204ac9,2025-01-12T05:23:24Z,94.26,BRL,pos,credit,purchase,6,mer_d0997be316a0bdb9,digital,True,dev_ddd91528eecbb1bd,True,BR,BR-08,ip,ip_43d797cdf212e292,legitima_confirmada,False
3f317b27-ae0c-7d47-c43f-a68400fd606a,subj_a3573a220334778a,2025-01-12T05:44:20Z,100.17,BRL,pos,private_label,purchase,3,mer_0356b2e7af7e99df,viagem,False,dev_fc5dde2cbe448801,False,BR,BR-19,gps,ip_4a66d10e8366b5b5,legitima_confirmada,False
